Артикул,Товар,Категория,Подкатегория,Цена за штуку,Цена за упаковку,Цена за коробку,Кол-во в упаковке,Кол-во в коробке
22003,Дно ПР-Т-55 для тортов белое Диаметр: 207 мм.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,90,90,17280,1,192
22058,Емкость ПР-Т-72 для тортов прозрачная Диаметр: 285 мм. Высота: 120 мм.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,435,435,43500,1,100
22077,Емкость ПР-Т-72 ДШ для тортов белая Диаметр: 285 мм. Высота: 102 мм.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,205,205,20500,1,100
22078,Емкость ПР-Т-72К для тортов прозрачная Диаметр: 268 мм. Высота: 102 мм.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,230,230,23000,1,100
22060,Крышка ПР-Т-138 для тортов прозрачная Длина: 138 мм. Ширина: 138 мм. Высота: 84 мм.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,92,92,27600,1,300
22061,Дно ПР-Т-138 для тортов черное Длина: 138 мм. Ширина: 138 мм.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,44,44,13200,1,300
22062,Крышка ПР-Т-193 для тортов прозрачная Диаметр: 225 мм. Высота: 110 мм.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,195,195,19500,1,100
22063,Крышка ПР-Т-193 для тортов прозрачная Диаметр: 225 мм. Высота: 110 мм. Диаметр: 225 мм. Высота: 70 мм.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,130,130,13000,1,100
22064,Дно ПР-Т-193 для тортов черное Диаметр: 138 мм.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,105,105,21000,1,200
22065,Крышка ПР-Т-223 для тортов прозрачная Диаметр: 220 мм. Высота: 70 мм.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,169,169,18590,1,110
22066,Крышка ПР-Т-223 для тортов прозрачная Диаметр: 220 мм. Высота: 70 мм. Диаметр: 220 мм. Высота: 130 мм.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,240,240,26400,1,110
22067,Дно ПР-Т-223 для тортов золотое Диаметр: 255 мм.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,175,175,38500,1,220
22068,Дно ПР-Т-223 для тортов черное Диаметр: 220 мм.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,165,165,36300,1,220
22040,"Емкость Т-225КН, крышка для торта",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,157,15700,157,100,1
22041,"Емкость Т-225ДШ, дно для торта белая",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,118,11800,118,100,1
22015,Крышка УК-290 для тортов прозрачная Диаметр: 225 мм. Высота: 95 мм.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,148,14800,59200,100,400
22016,Дно УК-290 для тортов коричневое Диаметр: 225 мм.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,63,6300,25200,100,400
22039,Емкость УК-285 крышка для торта прозрачная Диаметр: 230 мм.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,168,168,43680,1,260
22010,Дно УК-285 для торта коричневое Диаметр: 230 мм.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,83,83,21580,1,260
22037,Упаковка для торта Емкость Т-235 коричневое Крышка,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,140,14000,28000,100,200
22020,Упаковка для торта Емкость Т-235 коричневое Крышка Дно,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,75,7500,15000,100,200
22017,Крышка Т-245 для тортов прозрачная Диаметр: 245 мм. Высота: 95 мм.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,275,275,41250,1,150
22018,Дно Т-245 для тортов белое Диаметр: 245 мм.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,185,185,27750,1,150
22053,Крышка ПР-Т 233 для тортов прозрачная Диаметр: 233 мм. Высота: 100 мм.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,350,350,35000,1,100
22054,"Дно ПР-Т 233 ПЭТ для тортов, золотое",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,190,190,19000,1,100
22055,"Дно ПР-Т 233 ПЭТ для тортов, черное",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,180,180,18000,1,100
22074,Крышка ПР-Т 260 для тортов прозрачная Диаметр: 225 мм. Высота: 70 мм.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,141,141,12690,1,90
22075,Крышка ПР-Т 260 для тортов прозрачная Диаметр: 225 мм. Высота: 100 мм.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,190,190,17100,1,90
22076,"Дно ПР-Т 260 ПЭТ для тортов, коричневое",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,95,95,17100,1,180
22070,Крышка ПР-Т 270 для тортов прозрачная Диаметр: 270 мм. Высота: 70 мм.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,291,291,29100,1,100
22071,Крышка ПР-Т 270 для тортов прозрачная Диаметр: 270 мм. Высота: 70 мм. Диаметр: 270 мм. Высота: 130 мм.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,364,364,36400,1,100
22072,"Дно ПР-Т 270 ПЭТ для тортов, черное Диаметр: 270 мм.",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,178,178,17800,1,100
22047,Крышка Т-022 для пирогов прозрачная,ОДНОРАЗОВАЯ ПОСУДА,ОДНОРАЗОВЫЕ СТАКАНЫ,160,160,23040,1,144
22048,Дно Т-022 для пирогов коричневое,БЕЗ КАТЕГОРИИ,Разное,122,122,17568,1,144
22038,Емкость ПРТ-1410 для тортов Диаметр: 165 мм. Высота: 102 мм.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,58,58,24360,1,420
2203801,Крышка ПРТ-1410 для тортов,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,100,100,42000,1,420
22050,Крышка Т-022 для тортов прозрачная,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,180,180,25920,1,144
22049,Дно Т-022 для тортов коричневое,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,105,105,15120,1,144
22059,Емкость Т-226 для тортов Диаметр: 230 мм. Высота: 61 мм.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,115,8625,17250,75,150
22021,Крышка Т-265 для тортов прозрачная Диаметр: 265 мм. Высота: 110 мм.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,235,235,25850,1,110
22022,Дно Т-265 для тортов белое Диаметр: 265 мм.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,205,205,22550,1,110
22043,Крышка Т-266 для тортов,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,123,123,12300,1,100
22019,Дно Т-266 для тортов белое,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,162,162,16200,1,100
22023,Крышка УК-284В для тортов прозрачная Диаметр: 265 мм. Высота: 122 мм.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,215,12900,25800,60,120
22024,Дно УК-284Н для тортов коричневое Диаметр: 265 мм.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,92,5520,11040,60,120
22025,Крышка Т-280 для тортов прозрачная Диаметр: 280 мм. Высота: 110 мм.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,290,290,24650,1,85
22026,Дно Т-280 для тортов белое Диаметр: 280 мм.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,200,200,17000,1,85
22027,Крышка Т-305 для тортов прозрачная Диаметр: 305 мм. Высота: 110 мм.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,314,314,28260,1,90
22028,Дно Т-305 для тортов белое Диаметр: 305 мм.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,226,226,20340,1,90
22036,Упаковка для торта Т- 150 Крышка,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,95,4750,9500,50,100
22032,Упаковка для торта Т- 150 Крышка Дно,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,86,4300,8600,50,100
22029,"Крышка Т-105 для тортов прозрачная Диаметр: 173 мм. Высота: 65,5 мм.",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,158,158,42660,1,270
22030,Дно Т-105 для тортов белое Диаметр: 173 мм.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,0,0,0,1,270
22031,Дно Т-105 для тортов черное Диаметр: 173 мм.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,105,105,28350,1,270
22079,Дно Т-195 для тортов коричневое Длина: 138 мм.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,48,48,15552,1,324
22080,Крышка Т-195 для тортов прозрачная Диаметр: 195 мм. Высота: 105 мм.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,100,100,32400,1,324
22033,Емкость для кусочка торта Т-2,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,79,79,63200,1,800
2203301,Крышка для кусочка торта Т-2,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,120,120,96000,1,800
22044,Емкость ПР-Т 1810 ПЭТ дно черное.,ОДНОРАЗОВАЯ УПАКОВКА,ВЕДРА И БУТЫЛКИ,40,40,10800,1,270
22045,Емкость ПР-Т 1810 ПЭТ дно золотое.,ОДНОРАЗОВАЯ УПАКОВКА,ВЕДРА И БУТЫЛКИ,40,40,10800,1,270
22046,Емкость ПР-Т 1810 ПЭТ h-64 крышка прозрачная,ОДНОРАЗОВАЯ УПАКОВКА,ВЕДРА И БУТЫЛКИ,82,82,22140,1,270
22081,Крышка Т-1010К для тортов прозрачная 103*103*78 мм.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,117,117,117000,1,1000
22082,Дно Т-1010ДШ для тортов коричневая 103*103*9 мм.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,73,73,73000,1,1000
22052,Крышка Т-2312К для тортов прозрачная 242*133*64 мм.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,117,117,32760,1,280
22073,Дно Т-2312ДШ для тортов коричневая 223*114*28 мм.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,90,90,25200,1,280
22056,ПР-Т 2413 ПЭТ дно коричневое.,ОДНОРАЗОВАЯ УПАКОВКА,ВЕДРА И БУТЫЛКИ,99,99,27720,1,280
22069,ПР-Т 2413 ПЭТ дно золотое.,ОДНОРАЗОВАЯ УПАКОВКА,ВЕДРА И БУТЫЛКИ,66,66,18480,1,280
22057,ПР-Т 2413 ПЭТ крышка прозрачная.,ОДНОРАЗОВАЯ УПАКОВКА,ВЕДРА И БУТЫЛКИ,143,143,40040,1,280
22034,"Контейнер для кусочка торта, прозрачная ТР 235 340 мл.",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,75,7500,30000,100,400
22035,"Контейнер для кусочка торта, прозрачная ТР 235 440 мл.",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,105,10500,42000,100,400
22042,Емкость для кусочка торта ТРК-1,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,95,95,38000,1,400
23001,"Контейнер на вынос «ECO TABOX» 300 мл., 100*80*30 мм.",ОДНОРАЗОВАЯ УПАКОВКА,ПЛАСТИКОВЫЕ КОНТЕЙНЕРЫ,55,1375,33000,25,600
23002,"Контейнер на вынос «ECO TABOX» 500 мл., 170*70*40 мм.",ОДНОРАЗОВАЯ УПАКОВКА,ПЛАСТИКОВЫЕ КОНТЕЙНЕРЫ,70,1750,42000,25,600
23003,"Контейнер на вынос «ECO TABOX» 1000 мл., 200*120*40 мм.",ОДНОРАЗОВАЯ УПАКОВКА,ПЛАСТИКОВЫЕ КОНТЕЙНЕРЫ,105,2625,52500,25,500
23004,"Контейнер на вынос «ECO TABOX» 1450 мл., 250*150*40 мм.",ОДНОРАЗОВАЯ УПАКОВКА,ПЛАСТИКОВЫЕ КОНТЕЙНЕРЫ,140,3500,84000,25,600
23005,"Контейнер на вынос «ECO TABOX» 1500 мл.,200*200*40 мм.",ОДНОРАЗОВАЯ УПАКОВКА,ПЛАСТИКОВЫЕ КОНТЕЙНЕРЫ,155,3875,23250,25,150
2300601,Крышка «ECO OPSALAD» 400 мл.,ОДНОРАЗОВАЯ ПОСУДА,ОДНОРАЗОВЫЕ СТАКАНЫ,29,1450,21750,50,750
23006,"Салатник «ECO OPSALAD» 400 мл., 140*100*45 мм.",ОДНОРАЗОВАЯ УПАКОВКА,ПЛАСТИКОВЫЕ КОНТЕЙНЕРЫ,37,1850,27750,50,750
23084,"Салатник «ECO OPSALAD» Black Wood 400 мл., 104*100*45",ОДНОРАЗОВАЯ УПАКОВКА,ПЛАСТИКОВЫЕ КОНТЕЙНЕРЫ,43,2150,34400,50,800
2308401,Крышка «ECO OPSALAD» 400 мл.,ОДНОРАЗОВАЯ ПОСУДА,ОДНОРАЗОВЫЕ СТАКАНЫ,39,1950,29250,50,750
23007,"Салатник «ECO OPSALAD» 500 мл., 160*120*45 мм.",ОДНОРАЗОВАЯ УПАКОВКА,ПЛАСТИКОВЫЕ КОНТЕЙНЕРЫ,74,3700,44400,50,600
23008,"Салатник «ECO OPSALAD» 800 мл., 207*127*55 мм.",ОДНОРАЗОВАЯ УПАКОВКА,ПЛАСТИКОВЫЕ КОНТЕЙНЕРЫ,59,2950,17700,50,300
2300801,Крышка «ECO OPSALAD» 800 мл.,ОДНОРАЗОВАЯ ПОСУДА,ОДНОРАЗОВЫЕ СТАКАНЫ,35,1750,10500,50,300
23033,"Салатник «ECO OPSALAD» 900 мл., 155*150*50 мм.",ОДНОРАЗОВАЯ УПАКОВКА,ПЛАСТИКОВЫЕ КОНТЕЙНЕРЫ,65,3250,6500,50,100
2303301,Крышка «ECO OPSALAD» 900 мл.,ОДНОРАЗОВАЯ ПОСУДА,ОДНОРАЗОВЫЕ СТАКАНЫ,82,4100,8200,50,100
23009,"Салатник «ECO OPSALAD» 1000 мл., 200*140*55 мм.",ОДНОРАЗОВАЯ УПАКОВКА,ПЛАСТИКОВЫЕ КОНТЕЙНЕРЫ,81,4050,12150,50,150
2300901,Крышка «ECO OPSALAD» 1000 мл.,ОДНОРАЗОВАЯ ПОСУДА,ОДНОРАЗОВЫЕ СТАКАНЫ,82,4100,12300,50,150
23040,Салатник «ECO OPSALAD» 1200 мл.,ОДНОРАЗОВАЯ УПАКОВКА,ПЛАСТИКОВЫЕ КОНТЕЙНЕРЫ,84,4200,12600,50,150
2304001,Крышка «ECO OPSALAD» 1200 мл.,ОДНОРАЗОВАЯ ПОСУДА,ОДНОРАЗОВЫЕ СТАКАНЫ,101,5050,15150,50,150
23043,"Салатник «ECO OPSALAD» 500 мл., «Verde Vita»",ОДНОРАЗОВАЯ УПАКОВКА,ПЛАСТИКОВЫЕ КОНТЕЙНЕРЫ,35,1750,21000,50,600
2304301,"Крышка «ECO OPSALAD» 500 мл., «Verde Vita»",ОДНОРАЗОВАЯ ПОСУДА,ОДНОРАЗОВЫЕ СТАКАНЫ,36,1800,21600,50,600
23044,"Салатник «ECO OPSALAD» 800 мл., «Verde Vita»",ОДНОРАЗОВАЯ УПАКОВКА,ПЛАСТИКОВЫЕ КОНТЕЙНЕРЫ,67,3350,20100,50,300
23010,"Салатник «ECO SALAD» 600 мл., 150*115*50 мм.",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,70,1750,35000,25,500
23011,"Салатник «ECO SALAD» 1000 мл., 190*150*50 мм.",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,105,2625,26250,25,250
23055,"Крышка OneClick 250 мл., 85*100*20 мм.",ОДНОРАЗОВАЯ ПОСУДА,ОДНОРАЗОВЫЕ СТАКАНЫ,50,2500,45000,50,900
23054,"Салатник OneClick 250 мл., крафт, 85*100*45 мм.",ОДНОРАЗОВАЯ УПАКОВКА,ПЛАСТИКОВЫЕ КОНТЕЙНЕРЫ,57,2850,51300,50,900
23053,"Крышка OneClick 700 мл., 220*100*20 мм.",ОДНОРАЗОВАЯ ПОСУДА,ОДНОРАЗОВЫЕ СТАКАНЫ,101,5050,45450,50,450
23052,"Салатник OneClick 700 мл., крафт, 215*90 мм.",ОДНОРАЗОВАЯ УПАКОВКА,ПЛАСТИКОВЫЕ КОНТЕЙНЕРЫ,86,4300,38700,50,450
2301202,"Крышка «ECO PRISMA» плоская, 550 мл.",ОДНОРАЗОВАЯ ПОСУДА,ОДНОРАЗОВЫЕ СТАКАНЫ,50,2500,22500,50,450
23012,Упаковка «ECO PRISMA» 550 мл.,БЕЗ КАТЕГОРИИ,Разное,73,3650,18250,50,250
2301201,"Крышка «ECO PRISMA» купольная, 550 мл.",ОДНОРАЗОВАЯ ПОСУДА,ОДНОРАЗОВЫЕ СТАКАНЫ,87,4350,21750,50,250
23064,Упаковка «ECO PRISMA» 800 мл.,БЕЗ КАТЕГОРИИ,Разное,88,4400,17600,50,200
2306401,Крышка «ECO PRISMA» 800 мл.,ОДНОРАЗОВАЯ ПОСУДА,ОДНОРАЗОВЫЕ СТАКАНЫ,110,5500,22000,50,200
